x,y
323,319.5438171242327
198,194.39756653131212
42,37.37735990504919
219,215.4315705699755
199,195.39932000303304
344,340.55956709728775
128,124.22057672391801
316,312.53819313147386
166,162.33234301946803
58,53.70878269178937
173,169.34832660452136
100,96.0933527766045
132,128.23489517141184
156,152.30743542655011
144,140.27373438947032
162,158.32269099165669
274,270.49964396242177
327,323.5469430012203
71,66.8719678064906
146,142.27967635130562
306,302.5297988973334
305,301.5289349636139
292,288.51726876722597
180,176.36326148038881
187,183.37725578530834
194,190.39040278996595
343,339.5588525865287
207,203.412839146879
17,10.28523589826133
145,141.2767227643518
311,307.5340507632686
22,16.209686840829853
268,264.4933427684814
165,161.3299669387205
345,341.5602782602739
51,46.588738595332316
287,283.5125539923187
196,192.39401504793048
151,147.29394488047683
186,182.37531050563018
267,263.49227012023584
39,34.28511712669625
16,8.973198727557659
80,75.95603948123562
324,320.54460445072567
94,90.05762316182329
233,229.45138920476788
174,170.3505216637887
61,56.75218497656084
315,311.5373731948801
97,93.0759746155058
349,345.5630899449373
170,166.3416118137968
170,166.3416118137968
71,66.8719678064906
260,256.4845733609644
143,139.27071055188875
388,384.58801961687976
388,384.58801961687976
95,91.06385389941394
166,162.33234301946803
292,288.51726876722597
201,197.40278341326598
361,357.57122175645975
162,158.32269099165669
390,386.5891890630346
380,376.58324316260575
222,218.4359906217764
339,335.5559605414278
327,323.5469430012203
290,286.51539874150586
249,245.471767697021
229,225.4459308841447
171,167.34387202611947
147,143.282595807449
31,25.946378547639096
326,322.54616735730775
263,259.48791299125185
182,178.36735149607273
30,24.89003088569387
91,87.03820639309683
241,237.46185636124147
358,354.5692300743628
207,203.412839146879
302,298.5263153232555
141,137.2645536975713
317,313.53900887141185
83,78.98037754410666
122,118.19759772911718
346,342.56098610121387
300,296.5245452845048
142,138.267650558569
251,247.47416429705882
203,199.40619007779662
137,133.25178263848932
100,96.0933527766045
92,88.04480318912682
75,70.91159487901982
374,370.5795533176765
136,132.24849005037396
86,82.0031873109291
206,202.41119696011748
88,84.01761980254453
253,249.47652978949552
238,234.45799901676995
89,85.02461900900954
241,237.46185636124147
247,243.4693393121284
280,276.5057238628951
141,137.2645536975713
174,170.3505216637887
195,191.39221662188703
93,89.05127415822028
260,256.4845733609644
208,204.41446823839348
196,192.39401504793048
222,218.4359906217764
215,211.42551914210526
328,324.5477148141626
40,35.31744040798601
263,259.48791299125185
285,281.5106304399542
272,268.49756879866464
215,211.42551914210526
243,239.46438437474066
43,38.40519746297096
381,377.5838490327571
245,241.4668784444849
355,351.5672112897954
118,114.18116686184307
168,164.33702375110357
66,61.81627883668679
256,252.48002113417922
99,95.08766297531082
208,204.41446823839348
230,226.44731011464233
91,87.03820639309683
348,344.56239191849636
244,240.46563560569575
319,315.54062790171514
55,50.66091475844932
189,185.38109478031322
342,338.5581347019924
86,82.0031873109291
214,210.4239771148802
221,217.43452828178567
360,356.5705608367961
299,295.52365305513746
115,111.16819847062007
362,358.57187973083995
396,392.59264031470354
151,147.29394488047683
303,299.5271932174474
89,85.02461900900954
52,47.60778468692895
318,314.53982044989493
297,293.5218539604266
369,365.57640486549593
55,50.66091475844932
133,129.23835934993875
254,250.47770107655208
37,32.2150259208118
51,46.588738595332316
381,377.5838490327571
264,260.4890123891568
334,330.5522669544257
362,358.57187973083995
307,303.5306582584837
89,85.02461900900954
60,55.738171514019086
277,273.50271077042066
122,118.19759772911718
358,354.5692300743628
44,39.431760424166335
332,328.55076437141923
344,340.55956709728775
225,221.44031317017684
171,167.34387202611947
347,343.56169064556053
224,220.43888293608052
170,166.3416118137968
328,324.5477148141626
393,389.59092527249135
247,243.4693393121284
346,342.56098610121387
317,313.53900887141185
369,365.57640486549593
311,307.5340507632686
91,87.03820639309683
72,67.88225099390856
212,208.42085701287652
291,287.5163363692786
51,46.588738595332316
